Date,2.9.0,2.9.0 daily return,2.9.0 cumulative return,2.9.0 drawdown,S&P 500,S&P 500 daily return,S&P 500 cumulative return,S&P 500 drawdown,,Key Statistics (2004-02-12 to 2023-02-28),,,,,,,,,,,,,
2013-01-22,"$790,656.52",0.49%,218.60%,0.00%,"$383,760.65",0.54%,54.64%,0.00%,,,,,,,,,,,,,,,
2013-01-23,"$789,792.43",-0.11%,218.26%,-0.11%,"$384,378.33",0.16%,54.89%,0.00%,,,,,,,,,,,,,,,
2013-01-24,"$792,470.54",0.34%,219.34%,0.00%,"$384,481.27",0.03%,54.93%,0.00%,,,,,,,,,,,,,,,
2013-01-25,"$795,025.27",0.32%,220.37%,0.00%,"$386,642.84",0.56%,55.80%,0.00%,,,,,,,,,,,,,,,
2013-01-28,"$794,691.18",-0.04%,220.23%,-0.04%,"$386,179.58",-0.12%,55.62%,-0.12%,,,,,,,,,,,,,,,
2013-01-29,"$797,157.34",0.31%,221.22%,0.00%,"$387,697.73",0.39%,56.23%,0.00%,,,,,,,,,,,,,,,
2013-01-30,"$794,245.54",-0.37%,220.05%,-0.37%,"$386,179.58",-0.39%,55.62%,-0.39%,,,,,,,,,,,,,,,
2013-01-31,"$793,850.38",-0.05%,219.89%,-0.42%,"$385,227.32",-0.25%,55.23%,-0.64%,,,,,,,,,,,,,,,
2013-02-01,"$800,455.65",0.83%,222.55%,0.00%,"$389,190.15",1.03%,56.83%,0.00%,,,,,,,,,,,,,,,
2013-02-04,"$792,588.51",-0.98%,219.38%,-0.99%,"$384,802.52",-1.13%,55.06%,-1.14%,,,,,,,,,,,,,,,
2013-02-05,"$796,991.19",0.56%,221.16%,-0.43%,"$388,701.15",1.01%,56.63%,-0.13%,,,,,,,,,,,,,,,
2013-02-06,"$798,370.76",0.17%,221.71%,-0.26%,"$388,984.25",0.07%,56.75%,-0.05%,,,,,,,,,,,,,,,
2013-02-07,"$799,634.74",0.16%,222.22%,-0.10%,"$388,469.52",-0.13%,56.54%,-0.19%,,,,,,,,,,,,,,,
2013-02-08,"$802,781.00",0.39%,223.49%,0.00%,"$390,631.09",0.56%,57.41%,0.00%,,,,,,,,,,,,,,,
2013-02-11,"$803,323.91",0.07%,223.71%,0.00%,"$390,553.88",-0.02%,57.38%,-0.02%,,,,,,,,,,,,,,,
2013-02-12,"$805,152.48",0.23%,224.45%,0.00%,"$391,197.30",0.16%,57.64%,0.00%,,,,,,,,,,,,,,,
2013-02-13,"$807,402.44",0.28%,225.35%,0.00%,"$391,534.35",0.09%,57.77%,0.00%,,,,,,,,,,,,,,,
2013-02-14,"$802,758.49",-0.58%,223.48%,-0.58%,"$391,892.19",0.09%,57.92%,0.00%,,,,,,,,,,,,,,,
2013-02-15,"$805,132.16",0.30%,224.44%,-0.28%,"$391,428.93",-0.12%,57.73%,-0.12%,,,,,,,,,,,,,,,
2013-02-19,"$809,160.45",0.50%,226.06%,0.00%,"$394,362.59",0.75%,58.91%,0.00%,,,,,,,,,,,,,,,
2013-02-20,"$804,108.96",-0.62%,224.03%,-0.63%,"$389,447.51",-1.25%,56.93%,-1.26%,,,,,,,,,,,,,,,
2013-02-21,"$802,296.60",-0.23%,223.30%,-0.86%,"$387,080.05",-0.61%,55.98%,-1.88%,,,,,,,,,,,,,,,
2013-02-22,"$807,795.59",0.69%,225.51%,-0.17%,"$390,862.72",0.98%,57.50%,-0.90%,,,,,,,,,,,,,,,
2013-02-25,"$797,093.20",-1.32%,221.20%,-1.51%,"$383,425.76",-1.90%,54.51%,-2.85%,,,,,,,,,,,,,,,
2013-02-26,"$799,980.41",0.36%,222.36%,-1.15%,"$386,050.59",0.68%,55.56%,-2.15%,,,,,,,,,,,,,,,
2013-02-27,"$807,337.00",0.92%,225.33%,-0.23%,"$390,914.19",1.26%,57.52%,-0.88%,,,,,,,,,,,,,,,
2013-02-28,"$809,133.24",0.22%,226.05%,0.00%,"$390,142.09",-0.20%,57.21%,-1.08%,,,,,,,,,,,,,,,
2013-03-01,"$811,596.91",0.30%,227.04%,0.00%,"$391,428.62",0.33%,57.73%,-0.75%,,,,,,,,,,,,,,,
2013-03-04,"$813,957.05",0.29%,227.99%,0.00%,"$393,512.97",0.53%,58.57%,-0.22%,,,,,,,,,,,,,,,
2013-03-05,"$820,758.33",0.84%,230.73%,0.00%,"$397,038.58",0.90%,59.99%,0.00%,,,,,,,,,,,,,,,
2013-03-06,"$818,394.26",-0.29%,229.78%,-0.29%,"$397,579.05",0.14%,60.21%,0.00%,,,,,,,,,,,,,,,
2013-03-07,"$817,266.24",-0.14%,229.33%,-0.43%,"$398,289.14",0.18%,60.50%,0.00%,,,,,,,,,,,,,,,
2013-03-08,"$821,828.33",0.56%,231.17%,0.00%,"$399,997.68",0.43%,61.18%,0.00%,,,,,,,,,,,,,,,
2013-03-11,"$822,888.07",0.13%,231.59%,0.00%,"$401,515.83",0.38%,61.80%,0.00%,,,,,,,,,,,,,,,
2013-03-12,"$822,784.12",-0.01%,231.55%,-0.01%,"$400,615.05",-0.22%,61.43%,-0.22%,,,,,,,,,,,,,,,
2013-03-13,"$825,706.03",0.36%,232.73%,0.00%,"$401,193.97",0.14%,61.67%,-0.08%,,,,,,,,,,,,,,,
2013-03-14,"$824,338.19",-0.17%,232.18%,-0.17%,"$403,317.08",0.53%,62.52%,0.00%,,,,,,,,,,,,,,,
2013-03-15,"$823,992.57",-0.04%,232.04%,-0.21%,"$402,786.23",-0.13%,62.31%,-0.13%,,,,,,,,,,,,,,,
2013-03-18,"$820,012.64",-0.48%,230.43%,-0.69%,"$400,563.26",-0.55%,61.41%,-0.69%,,,,,,,,,,,,,,,
2013-03-19,"$820,178.05",0.02%,230.50%,-0.67%,"$399,632.71",-0.23%,61.04%,-0.92%,,,,,,,,,,,,,,,
2013-03-20,"$828,210.64",0.98%,233.74%,0.00%,"$402,424.36",0.70%,62.16%,-0.22%,,,,,,,,,,,,,,,
2013-03-21,"$824,453.81",-0.45%,232.22%,-0.46%,"$398,984.03",-0.85%,60.78%,-1.09%,,,,,,,,,,,,,,,
2013-03-22,"$833,021.03",1.04%,235.68%,0.00%,"$402,191.80",0.80%,62.07%,-0.28%,,,,,,,,,,,,,,,
2013-03-25,"$831,972.16",-0.13%,235.25%,-0.13%,"$400,511.79",-0.42%,61.39%,-0.70%,,,,,,,,,,,,,,,
2013-03-26,"$837,147.25",0.62%,237.34%,0.00%,"$403,716.78",0.80%,62.68%,0.00%,,,,,,,,,,,,,,,
2013-03-27,"$838,862.55",0.20%,238.03%,0.00%,"$403,716.78",0.00%,62.68%,0.00%,,,,,,,,,,,,,,,
2013-03-28,"$843,228.22",0.52%,239.79%,0.00%,"$404,957.41",0.31%,63.18%,0.00%,,,,,,,,,,,,,,,
2013-04-01,"$837,757.90",-0.65%,237.59%,-0.65%,"$403,354.91",-0.40%,62.54%,-0.40%,,,,,,,,,,,,,,,
2013-04-02,"$841,431.84",0.44%,239.07%,-0.21%,"$405,345.32",0.49%,63.34%,0.00%,,,,,,,,,,,,,,,
2013-04-03,"$832,760.12",-1.03%,235.57%,-1.26%,"$401,235.52",-1.01%,61.68%,-1.02%,,,,,,,,,,,,,,,
2013-04-04,"$838,573.99",0.70%,237.91%,-0.56%,"$402,864.06",0.41%,62.34%,-0.62%,,,,,,,,,,,,,,,
2013-04-05,"$836,839.79",-0.21%,237.22%,-0.76%,"$401,049.47",-0.45%,61.61%,-1.07%,,,,,,,,,,,,,,,
2013-04-08,"$841,937.42",0.61%,239.27%,-0.15%,"$403,768.56",0.68%,62.70%,-0.39%,,,,,,,,,,,,,,,
2013-04-09,"$839,544.35",-0.28%,238.30%,-0.44%,"$405,164.23",0.35%,63.27%,-0.04%,,,,,,,,,,,,,,,
2013-04-10,"$848,861.68",1.11%,242.06%,0.00%,"$410,127.06",1.22%,65.27%,0.00%,,,,,,,,,,,,,,,
2013-04-11,"$845,513.74",-0.39%,240.71%,-0.40%,"$411,471.26",0.33%,65.81%,0.00%,,,,,,,,,,,,,,,
2013-04-12,"$845,144.87",-0.04%,240.56%,-0.44%,"$410,463.19",-0.24%,65.40%,-0.25%,,,,,,,,,,,,,,,
2013-04-15,"$828,170.60",-2.01%,233.72%,-2.50%,"$400,945.90",-2.32%,61.57%,-2.63%,,,,,,,,,,,,,,,
2013-04-16,"$839,702.13",1.39%,238.37%,-1.09%,"$406,870.29",1.48%,63.95%,-1.13%,,,,,,,,,,,,,,,
2013-04-17,"$833,249.18",-0.77%,235.77%,-1.87%,"$400,925.44",-1.46%,61.56%,-2.63%,,,,,,,,,,,,,,,
2013-04-18,"$830,716.55",-0.30%,234.75%,-2.18%,"$398,418.13",-0.63%,60.55%,-3.28%,,,,,,,,,,,,,,,
2013-04-19,"$840,978.38",1.24%,238.88%,-0.94%,"$401,881.72",0.87%,61.94%,-2.39%,,,,,,,,,,,,,,,
2013-04-22,"$842,394.68",0.17%,239.45%,-0.77%,"$403,665.30",0.44%,62.66%,-1.93%,,,,,,,,,,,,,,,
2013-04-23,"$847,288.93",0.58%,241.43%,-0.19%,"$407,826.89",1.03%,64.34%,-0.89%,,,,,,,,,,,,,,,
2013-04-24,"$848,071.30",0.09%,241.74%,-0.09%,"$408,085.50",0.06%,64.44%,-0.83%,,,,,,,,,,,,,,,
2013-04-25,"$855,915.26",0.92%,244.90%,0.00%,"$409,739.77",0.41%,65.11%,-0.42%,,,,,,,,,,,,,,,
2013-04-26,"$854,758.50",-0.14%,244.44%,-0.14%,"$409,016.05",-0.18%,64.82%,-0.60%,,,,,,,,,,,,,,,
2013-04-29,"$860,612.74",0.68%,246.79%,0.00%,"$411,755.91",0.67%,65.92%,0.00%,,,,,,,,,,,,,,,
2013-04-30,"$868,405.43",0.91%,249.93%,0.00%,"$412,738.25",0.24%,66.32%,0.00%,,,,,,,,,,,,,,,
2013-05-01,"$860,222.66",-0.94%,246.64%,-0.95%,"$409,119.61",-0.88%,64.86%,-0.88%,,,,,,,,,,,,,,,
2013-05-02,"$864,816.60",0.53%,248.49%,-0.41%,"$412,919.33",0.93%,66.39%,0.00%,,,,,,,,,,,,,,,
2013-05-03,"$868,766.46",0.46%,250.08%,0.00%,"$417,101.38",1.01%,68.08%,0.00%,,,,,,,,,,,,,,,
2013-05-06,"$866,671.24",-0.24%,249.24%,-0.24%,"$418,166.20",0.26%,68.51%,0.00%,,,,,,,,,,,,,,,
2013-05-07,"$875,341.80",1.00%,252.73%,0.00%,"$420,285.60",0.51%,69.36%,0.00%,,,,,,,,,,,,,,,
2013-05-08,"$879,240.86",0.45%,254.30%,0.00%,"$422,198.48",0.46%,70.13%,0.00%,,,,,,,,,,,,,,,
2013-05-09,"$871,029.39",-0.93%,250.99%,-0.94%,"$421,012.11",-0.28%,69.65%,-0.28%,,,,,,,,,,,,,,,
2013-05-10,"$876,571.15",0.64%,253.23%,-0.30%,"$422,379.57",0.32%,70.20%,0.00%,,,,,,,,,,,,,,,
2013-05-13,"$876,024.36",-0.06%,253.01%,-0.37%,"$422,715.69",0.08%,70.34%,0.00%,,,,,,,,,,,,,,,
2013-05-14,"$882,763.48",0.77%,255.72%,0.00%,"$427,084.10",1.03%,72.10%,0.00%,,,,,,,,,,,,,,,
2013-05-15,"$888,741.28",0.68%,258.13%,0.00%,"$429,371.56",0.54%,73.02%,0.00%,,,,,,,,,,,,,,,
2013-05-16,"$883,174.32",-0.63%,255.89%,-0.63%,"$427,368.44",-0.47%,72.21%,-0.47%,,,,,,,,,,,,,,,
2013-05-17,"$888,970.93",0.66%,258.22%,0.00%,"$431,503.98",0.97%,73.88%,0.00%,,,,,,,,,,,,,,,
2013-05-20,"$885,878.26",-0.35%,256.98%,-0.35%,"$431,478.24",-0.01%,73.87%,-0.01%,,,,,,,,,,,,,,,
2013-05-21,"$887,648.29",0.20%,257.69%,-0.15%,"$432,098.71",0.14%,74.12%,0.00%,,,,,,,,,,,,,,,
2013-05-22,"$879,283.41",-0.94%,254.32%,-1.10%,"$428,893.73",-0.74%,72.83%,-0.75%,,,,,,,,,,,,,,,
2013-05-23,"$876,573.12",-0.31%,253.23%,-1.41%,"$427,653.10",-0.29%,72.33%,-1.04%,,,,,,,,,,,,,,,
2013-05-24,"$874,186.43",-0.27%,252.26%,-1.69%,"$427,285.96",-0.09%,72.18%,-1.13%,,,,,,,,,,,,,,,
2013-05-28,"$876,856.19",0.31%,253.34%,-1.38%,"$429,850.01",0.60%,73.21%,-0.52%,,,,,,,,,,,,,,,
2013-05-29,"$864,095.59",-1.46%,248.20%,-2.88%,"$427,058.36",-0.65%,72.09%,-1.18%,,,,,,,,,,,,,,,
2013-05-30,"$867,972.52",0.45%,249.76%,-2.42%,"$428,635.12",0.37%,72.72%,-0.81%,,,,,,,,,,,,,,,
2013-05-31,"$859,626.34",-0.96%,246.40%,-3.41%,"$422,470.42",-1.44%,70.24%,-2.28%,,,,,,,,,,,,,,,
2013-06-03,"$863,179.24",0.41%,247.83%,-2.99%,"$424,809.66",0.55%,71.18%,-1.72%,,,,,,,,,,,,,,,
2013-06-04,"$860,229.92",-0.34%,246.64%,-3.34%,"$422,767.79",-0.48%,70.36%,-2.21%,,,,,,,,,,,,,,,
2013-06-05,"$850,650.95",-1.11%,242.78%,-4.50%,"$416,853.94",-1.40%,67.98%,-3.66%,,,,,,,,,,,,,,,
2013-06-06,"$856,370.74",0.67%,245.09%,-3.81%,"$420,622.65",0.90%,69.50%,-2.73%,,,,,,,,,,,,,,,
2013-06-07,"$868,043.71",1.36%,249.79%,-2.41%,"$425,973.08",1.27%,71.65%,-1.44%,,,,,,,,,,,,,,,
2013-06-10,"$869,963.46",0.22%,250.56%,-2.18%,"$425,973.08",0.00%,71.65%,-1.44%,,,,,,,,,,,,,,,
2013-06-11,"$865,575.48",-0.50%,248.79%,-2.70%,"$421,573.67",-1.03%,69.88%,-2.50%,,,,,,,,,,,,,,,
2013-06-12,"$859,535.62",-0.70%,246.36%,-3.42%,"$418,089.30",-0.83%,68.47%,-3.35%,,,,,,,,,,,,,,,
2013-06-13,"$869,626.74",1.17%,250.43%,-2.22%,"$424,447.80",1.52%,71.04%,-1.80%,,,,,,,,,,,,,,,
2013-06-14,"$866,690.17",-0.34%,249.24%,-2.57%,"$421,772.43",-0.63%,69.96%,-2.45%,,,,,,,,,,,,,,,
2013-06-17,"$870,840.21",0.48%,250.92%,-2.08%,"$425,042.22",0.78%,71.28%,-1.66%,,,,,,,,,,,,,,,
2013-06-18,"$878,634.67",0.90%,254.06%,-1.18%,"$428,389.54",0.79%,72.62%,-0.87%,,,,,,,,,,,,,,,
2013-06-19,"$866,211.89",-1.41%,249.05%,-2.63%,"$422,483.44",-1.38%,70.25%,-2.28%,,,,,,,,,,,,,,,
2013-06-20,"$844,287.62",-2.53%,240.22%,-5.29%,"$412,015.14",-2.48%,66.03%,-4.87%,,,,,,,,,,,,,,,
2013-06-21,"$849,367.18",0.60%,242.26%,-4.66%,"$413,331.12",0.32%,66.56%,-4.54%,,,,,,,,,,,,,,,
2013-06-24,"$845,171.08",-0.49%,240.57%,-5.18%,"$408,108.44",-1.26%,64.45%,-5.88%,,,,,,,,,,,,,,,
2013-06-25,"$851,683.50",0.77%,243.20%,-4.38%,"$412,044.91",0.96%,66.04%,-4.87%,,,,,,,,,,,,,,,
2013-06-26,"$856,852.43",0.61%,245.28%,-3.75%,"$416,111.30",0.99%,67.68%,-3.84%,,,,,,,,,,,,,,,
2013-06-27,"$865,422.34",1.00%,248.73%,-2.72%,"$418,553.80",0.59%,68.66%,-3.24%,,,,,,,,,,,,,,,
2013-06-28,"$865,803.53",0.04%,248.89%,-2.68%,"$416,838.75",-0.41%,67.97%,-3.66%,,,,,,,,,,,,,,,
2013-07-01,"$870,534.75",0.55%,250.79%,-2.12%,"$419,281.25",0.59%,68.95%,-3.06%,,,,,,,,,,,,,,,
2013-07-02,"$870,485.12",-0.01%,250.77%,-2.12%,"$418,891.48",-0.09%,68.80%,-3.15%,,,,,,,,,,,,,,,
2013-07-03,"$871,080.99",0.07%,251.01%,-2.05%,"$419,073.49",0.04%,68.87%,-3.11%,,,,,,,,,,,,,,,
2013-07-05,"$869,445.23",-0.19%,250.35%,-2.25%,"$423,594.77",1.08%,70.69%,-2.01%,,,,,,,,,,,,,,,
2013-07-08,"$876,875.53",0.85%,253.35%,-1.38%,"$425,998.20",0.57%,71.66%,-1.43%,,,,,,,,,,,,,,,
2013-07-09,"$883,196.22",0.72%,255.89%,-0.65%,"$429,077.29",0.72%,72.90%,-0.70%,,,,,,,,,,,,,,,
2013-07-10,"$887,096.72",0.44%,257.47%,-0.21%,"$429,238.54",0.04%,72.97%,-0.67%,,,,,,,,,,,,,,,
2013-07-11,"$896,761.89",1.09%,261.36%,0.00%,"$435,079.82",1.36%,75.32%,0.00%,,,,,,,,,,,,,,,
2013-07-12,"$899,941.79",0.35%,262.64%,0.00%,"$435,261.84",0.04%,75.39%,0.00%,,,,,,,,,,,,,,,
2013-07-15,"$905,029.78",0.57%,264.69%,0.00%,"$436,937.82",0.39%,76.07%,0.00%,,,,,,,,,,,,,,,
2013-07-16,"$900,522.73",-0.50%,262.88%,-0.50%,"$435,300.91",-0.37%,75.41%,-0.38%,,,,,,,,,,,,,,,
2013-07-17,"$901,577.41",0.12%,263.30%,-0.38%,"$436,405.42",0.25%,75.86%,-0.12%,,,,,,,,,,,,,,,
2013-07-18,"$905,487.19",0.43%,264.88%,0.00%,"$438,795.82",0.55%,76.82%,0.00%,,,,,,,,,,,,,,,
2013-07-19,"$908,912.29",0.38%,266.26%,0.00%,"$439,575.36",0.18%,77.13%,0.00%,,,,,,,,,,,,,,,
2013-07-22,"$911,072.40",0.24%,267.13%,0.00%,"$440,432.74",0.20%,77.48%,0.00%,,,,,,,,,,,,,,,
2013-07-23,"$909,943.68",-0.12%,266.67%,-0.12%,"$439,497.22",-0.21%,77.10%,-0.21%,,,,,,,,,,,,,,,
2013-07-24,"$904,611.90",-0.59%,264.52%,-0.71%,"$437,886.05",-0.37%,76.45%,-0.58%,,,,,,,,,,,,,,,
2013-07-25,"$910,350.35",0.63%,266.84%,-0.08%,"$438,951.48",0.24%,76.88%,-0.34%,,,,,,,,,,,,,,,
2013-07-26,"$911,812.08",0.16%,267.43%,0.00%,"$439,419.08",0.11%,77.07%,-0.23%,,,,,,,,,,,,,,,
2013-07-29,"$908,176.96",-0.40%,265.96%,-0.40%,"$438,067.76",-0.31%,76.52%,-0.54%,,,,,,,,,,,,,,,
2013-07-30,"$907,307.67",-0.10%,265.61%,-0.50%,"$438,062.48",0.00%,76.52%,-0.54%,,,,,,,,,,,,,,,
2013-07-31,"$908,199.09",0.10%,265.97%,-0.40%,"$438,379.39",0.07%,76.65%,-0.47%,,,,,,,,,,,,,,,
2013-08-01,"$913,637.19",0.60%,268.16%,0.00%,"$443,446.40",1.16%,78.69%,0.00%,,,,,,,,,,,,,,,
2013-08-02,"$913,367.81",-0.03%,268.05%,-0.03%,"$444,199.90",0.17%,79.00%,0.00%,,,,,,,,,,,,,,,
2013-08-05,"$914,478.43",0.12%,268.50%,0.00%,"$443,550.28",-0.15%,78.73%,-0.15%,,,,,,,,,,,,,,,
2013-08-06,"$911,384.13",-0.34%,267.25%,-0.34%,"$441,029.95",-0.57%,77.72%,-0.72%,,,,,,,,,,,,,,,
2013-08-07,"$908,228.00",-0.35%,265.98%,-0.69%,"$439,600.79",-0.32%,77.14%,-1.05%,,,,,,,,,,,,,,,
2013-08-08,"$912,026.01",0.42%,267.51%,-0.27%,"$441,211.66",0.37%,77.79%,-0.68%,,,,,,,,,,,,,,,
2013-08-09,"$911,678.04",-0.04%,267.37%,-0.31%,"$439,938.47",-0.29%,77.28%,-0.97%,,,,,,,,,,,,,,,
2013-08-12,"$911,677.46",0.00%,267.37%,-0.31%,"$439,421.25",-0.12%,77.07%,-1.09%,,,,,,,,,,,,,,,
2013-08-13,"$912,872.11",0.13%,267.85%,-0.18%,"$440,718.01",0.30%,77.59%,-0.79%,,,,,,,,,,,,,,,
2013-08-14,"$905,291.89",-0.83%,264.80%,-1.01%,"$438,457.53",-0.51%,76.68%,-1.31%,,,,,,,,,,,,,,,
2013-08-15,"$892,821.55",-1.38%,259.77%,-2.43%,"$432,325.38",-1.40%,74.21%,-2.75%,,,,,,,,,,,,,,,
2013-08-16,"$890,824.71",-0.22%,258.97%,-2.66%,"$430,896.22",-0.33%,73.64%,-3.09%,,,,,,,,,,,,,,,
2013-08-19,"$885,763.29",-0.57%,256.93%,-3.24%,"$428,141.78",-0.64%,72.53%,-3.75%,,,,,,,,,,,,,,,
2013-08-20,"$892,479.31",0.76%,259.64%,-2.46%,"$430,246.61",0.49%,73.37%,-3.24%,,,,,,,,,,,,,,,
2013-08-21,"$886,037.79",-0.72%,257.04%,-3.21%,"$427,596.35",-0.62%,72.31%,-3.88%,,,,,,,,,,,,,,,
2013-08-22,"$892,680.75",0.75%,259.72%,-2.44%,"$431,494.06",0.91%,73.88%,-2.94%,,,,,,,,,,,,,,,
2013-08-23,"$893,472.77",0.09%,260.04%,-2.35%,"$432,949.26",0.34%,74.46%,-2.60%,,,,,,,,,,,,,,,
2013-08-26,"$888,370.86",-0.57%,257.98%,-2.94%,"$431,338.09",-0.37%,73.81%,-2.98%,,,,,,,,,,,,,,,
2013-08-27,"$877,332.87",-1.24%,253.53%,-4.23%,"$424,400.36",-1.61%,71.02%,-4.67%,,,,,,,,,,,,,,,
2013-08-28,"$877,287.39",-0.01%,253.51%,-4.24%,"$425,907.35",0.36%,71.62%,-4.29%,,,,,,,,,,,,,,,
2013-08-29,"$877,235.26",-0.01%,253.49%,-4.25%,"$426,583.01",0.16%,71.90%,-4.13%,,,,,,,,,,,,,,,
2013-08-30,"$870,165.46",-0.81%,250.64%,-5.09%,"$425,231.68",-0.32%,71.35%,-4.46%,,,,,,,,,,,,,,,
2013-09-03,"$870,680.89",0.06%,250.85%,-5.03%,"$427,154.49",0.45%,72.13%,-3.99%,,,,,,,,,,,,,,,
2013-09-04,"$876,505.59",0.67%,253.20%,-4.33%,"$430,688.47",0.83%,73.55%,-3.14%,,,,,,,,,,,,,,,
2013-09-05,"$877,055.50",0.06%,253.42%,-4.27%,"$431,234.21",0.13%,73.77%,-3.01%,,,,,,,,,,,,,,,
2013-09-06,"$878,080.12",0.12%,253.83%,-4.15%,"$431,441.97",0.05%,73.85%,-2.96%,,,,,,,,,,,,,,,
2013-09-09,"$886,247.12",0.93%,257.12%,-3.19%,"$435,583.70",0.96%,75.52%,-1.98%,,,,,,,,,,,,,,,
2013-09-10,"$891,158.98",0.55%,259.10%,-2.62%,"$438,795.20",0.74%,76.82%,-1.23%,,,,,,,,,,,,,,,
2013-09-11,"$892,886.45",0.19%,259.80%,-2.42%,"$440,172.27",0.31%,77.37%,-0.92%,,,,,,,,,,,,,,,
2013-09-12,"$890,371.40",-0.28%,258.79%,-2.71%,"$439,002.96",-0.27%,76.90%,-1.18%,,,,,,,,,,,,,,,
2013-09-13,"$892,933.83",0.29%,259.82%,-2.41%,"$439,990.25",0.22%,77.30%,-0.96%,,,,,,,,,,,,,,,
2013-09-16,"$896,534.86",0.40%,261.27%,-2.00%,"$442,536.63",0.58%,78.33%,-0.38%,,,,,,,,,,,,,,,
2013-09-17,"$901,052.19",0.50%,263.09%,-1.49%,"$444,511.53",0.45%,79.12%,0.00%,,,,,,,,,,,,,,,
2013-09-18,"$910,444.59",1.04%,266.88%,-0.44%,"$449,658.86",1.16%,81.20%,0.00%,,,,,,,,,,,,,,,
2013-09-19,"$911,584.92",0.13%,267.33%,-0.32%,"$448,902.57",-0.17%,80.89%,-0.17%,,,,,,,,,,,,,,,
2013-09-20,"$907,179.76",-0.48%,265.56%,-0.80%,"$445,779.14",-0.70%,79.63%,-0.87%,,,,,,,,,,,,,,,
2013-09-23,"$907,073.69",-0.01%,265.52%,-0.82%,"$443,716.17",-0.46%,78.80%,-1.34%,,,,,,,,,,,,,,,
2013-09-24,"$909,086.94",0.22%,266.33%,-0.59%,"$442,671.82",-0.24%,78.38%,-1.58%,,,,,,,,,,,,,,,
2013-09-25,"$906,123.12",-0.33%,265.13%,-0.92%,"$441,392.43",-0.29%,77.86%,-1.87%,,,,,,,,,,,,,,,
2013-09-26,"$908,738.58",0.29%,266.19%,-0.63%,"$443,089.81",0.38%,78.55%,-1.48%,,,,,,,,,,,,,,,
2013-09-27,"$906,946.82",-0.20%,265.47%,-0.83%,"$441,050.42",-0.46%,77.73%,-1.95%,,,,,,,,,,,,,,,
